"","indiv","Block","Col","Row","Population","Family","TempTrt","WaterTrt","LLL_0512","LLL_0515","LLL_0520","LLL_0523","LLL_0526","LLL_0529","LLL_0602","LLL_0605","LLL_0609","LLL_0612","b0_LER","b1_LER","b2_LER","Height_0529","Height_0602","Height_0605","Height_0609","Height_0612","Height_0616","Height_0620","b0_SER","b1_SER","b2_SER","LERstart","LERend","LER_AbsGrowth","LER_RelGrowth","SERstart","SERend","SER_AbsGrowth","ID","Tleaf","Cond","Photo","resPhoto","LeavesDW_g","ShootsDW_g","RootsDW_g","Biomass","NFlwr","NBud","HarvestDate","MinGermDay","MaxGermDay","AvgGermDay","DiedFromStress","PopID"
"597","597","MM7-7","G","2","Mill Creek","MIL1","Cool","Wet",2.58,3.91,7.05,11.57,16.82,32.1,31.1,47.9,62.1,73.7,0.843570576795566,0.173493472424137,-0.00201946618560174,0.4,1.5,NA,3.9,6,15.5,23.9,-2.84562947680692,0.19842774237052,-0.00116611128026187,2.32465252625102,72.3243756005995,2.2580555830435,0.110890020670483,0.210018905051676,21.6327329348346,0.973759728626499,"MM7-7 G 2",25.887246704,0.4981391062,15.403047024,0.143461674746379,0.1619,0.18,0.0961,0.438,0,0,58,8,8,8,FALSE,"MIL"
"598","598","MM7-7","H","2","North Fork Middle Tule","NMT4","Cool","Wet",2.31,6.33,13.36,20.11,26.4,36.2,35.8,37.9,38.2,31.5,0.963270064166088,0.233459320985775,-0.00487558291005945,0,0.4,NA,1.7,4,7.5,9,-2.46187646117797,0.147342031881358,-0.000571238085767517,2.62025086755952,33.6184101537596,0.999940622135487,0.0823162507739316,-0.114984151284715,10.1965943228468,0.468708112460522,"MM7-7 H 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,NA,"NMT"
"599","599","MM7-7","I","2","Paradise Creek","PRD3","Cool","Wet",1.22,2.73,5.43,7.71,12.51,14.4,18.2,32.5,46.8,55.1,0.339172376926394,0.175820858677402,-0.00190372998054235,0,0.9,NA,3.2,7.5,13.5,19.1,-2.84024977549015,0.181121418573786,-0.000762271324771772,1.40378530455414,52.4643811272856,1.64711599428166,0.116805229280589,0.0186904474822822,20.4145557042273,0.927084784397501,"MM7-7 I 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,NA,"PRD"
"600","600","MM7-7","J","2","Rainbow Pool","RBW1","Cool","Wet",3.56,7.1,13.49,18.07,28.59,40.9,45.4,54.8,89.4,99.3,1.32386129731399,0.172872675316879,-0.00225730443260637,0.5,1.1,NA,4.5,7.5,17.5,27.4,-2.94223942734452,0.203094288317985,-0.00112052318753301,3.75790378261254,91.2538033737783,2.82244837390857,0.102896237906081,0.205063512309212,25.420019807742,1.14613437706513,"MM7-7 J 2",25.893385316,0.5546200868,15.948335976,0.168834890763318,3.33,3.43,1.0499,7.8099,0,7,58,6,7,6.5,FALSE,"RBW"
"601","601","MM7-7","K","2","Redwood Creek","RWD7","Cool","Wet",1.29,2.69,5.6,8.91,14.3,18.7,29.7,50.1,70.8,83.9,0.323577738455516,0.194402412132095,-0.00204198239101105,0,0.7,NA,3.7,6.5,15.5,28.8,-2.99621921913187,0.180751278458314,-0.000500247540861302,1.38206359158108,80.4557574775544,2.55076431890237,0.131100958010753,-0.0657573002317127,25.9020940981404,1.18035688174419,"MM7-7 K 2",26.022229766,0.5162958366,13.817603312,0.0317011311821562,0.86,1.18,0.4249,2.4649,0,5,58,8,8,8,FALSE,"RWD"
"602","602","MM7-7","L","2","Rock Creek","001aN1","Cool","Wet",2.25,3.49,7.22,10.52,14.99,22.5,18.5,41.9,59.9,65.8,0.798936364339362,0.15445045309775,-0.0014743367561085,0.4,0.5,NA,3.4,7,16.4,24.1,-2.91752332941108,0.18601622602269,-0.00075351545041065,2.22317502225089,64.7195155725549,2.01601098549368,0.108746013658386,0.0273539825054252,23.3130315748112,1.05843989055935,"MM7-7 L 2",NA,NA,NA,NA,0.3357,0.45,0.1349,0.9206,0,3,58,11,11,11,FALSE,"RCC"
"603","603","MM7-7","M","2","Wawona","192aC2","Cool","Wet",NA,1.1,5.95,12.14,18.44,27,41.5,53.5,56.2,73.2,-0.558943177822858,0.325338543368389,-0.00564264287113748,0,1.2,NA,3.7,5.5,12.5,22.5,-2.83850365365106,0.182138402327641,-0.000789350306916465,0.571813049351697,60.5804278074735,1.93576176639103,0.150416614363127,0.0301732038890588,20.4192964778094,0.926778330632743,"MM7-7 M 2",26.066415404,0.518547591,14.736115472,0.0956775427854577,0.65,0.75,0.4829,1.8829,0,0,58,12,17,14.5,FALSE,"WNA"
"604","604","MM7-7","N","2","West Fork Mojave River","WFM9","Cool","Wet",2.24,3.29,9.36,15.19,19.54,34.4,43.8,63.3,76.4,79.8,0.696433847542081,0.215118363020835,-0.00310317950346168,0,0.5,NA,3.2,6.9,11.5,18.9,-2.82106316054967,0.17216986208748,-0.00058001852933192,2.00658414798824,80.0737110323741,2.51829441562535,0.118919798413523,-0.059929926330332,19.314872997284,0.880672860164289,"MM7-7 N 2",26.06004486,0.5821075868,16.246585802,0.183122488071848,1.35,2.28,0.716,4.346,2,8,58,6,7,6.5,FALSE,"WFM"
"605","605","MM7-7","A","3","Whitewater Canyon","WWC9","Cool","Wet",NA,NA,3.42,5.63,11.7,19.1,20.3,40.7,60.6,71.1,-0.261775769679161,0.221676717211654,-0.00248977723414913,0,0.3,NA,1.9,6.5,11.1,22.4,-2.86212968945579,0.15976815590512,-0.000217701458088085,0.769683590757971,67.8654142570198,2.16437840858909,0.144493622953031,-0.188594021782719,19.8573097241072,0.911177442994997,"MM7-7 A 3",26.20406456,0.302549721,9.7385274944,-0.271299344009475,NA,NA,NA,NA,NA,NA,58,9,9,9,FALSE,"WWC"
"606","606","MM7-7","B","3","Cottonwood Creek","355a","Cool","Wet",3.29,6.74,15.63,23.16,31.36,46.3,46.3,83.4,93.7,103.7,1.25100051473027,0.200256946024799,-0.00300766231689865,1.2,2.2,NA,11.2,15.5,24.5,35.2,-3.08675172550313,0.256067189331314,-0.00214876790006573,3.49383684455576,96.4092696279058,2.99727202526936,0.107019414200941,0.906743036462563,36.7729290144186,1.63028118081618,"MM7-7 B 3",25.15510063,0.8522006868,12.65433929,-0.100176377790189,1.92,3.28,0.79,5.99,0,5,58,6,7,6.5,FALSE,"CTC"
"607","607","MM7-7","C","3","Cuyamaca Rancho","CUR1","Cool","Wet",2.05,4.47,11.43,17.12,20.18,26,24.9,46.1,47.2,39.1,0.813067350938988,0.211650185967851,-0.00377425091167566,0,1,NA,1.8,3.5,6.5,8.9,-2.3894002890864,0.154011047611637,-0.000847881163644401,2.25481369505125,42.4008322177347,1.29503285557043,0.0946484077059053,-0.0161188148132638,9.2512876067367,0.421245746434089,"MM7-7 C 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,NA,"CUR"
"608","608","MM7-7","D","3","Deep Creek","DPC1","Cool","Wet",0.79,2.53,8.17,15.22,21.94,31.7,24.4,41,55.9,61,0.0334382656138263,0.28000721412572,-0.00498627655691887,0,0.9,NA,3.8,7,12.5,25.6,-2.91474580978486,0.182741850025968,-0.000679965119164171,1.03400360817782,50.4937785828144,1.59547661208505,0.125432640861235,-0.00463351079543672,22.9977336581631,1.04556214404357,"MM7-7 D 3",26.439055252,0.4927406976,13.34826714,0.00123816122228471,0.1294,0.17,0.0688,0.3682,0,0,58,10,10,10,FALSE,"DPC"
"609","609","MM7-7","E","3","Grade Road Palomar","GRP7","Cool","Wet",0.53,2.15,6.38,11.74,18.01,23.5,25.3,29.2,30.7,35.1,-0.318941183296952,0.30611860519443,-0.00600356963630452,0,0.6,NA,1.2,4,4.9,8,-2.33240030877697,0.142228930425268,-0.000659535330487503,0.726918302986977,30.0032334416276,0.944397262536793,0.12000794646899,-0.0997782904565112,8.12825675213577,0.374001592845104,"MM7-7 E 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,NA,"GRP"
"610","610","MM7-7","F","3","Hauser Creek","HAU1","Cool","Wet",NA,NA,1.66,0.61,2.23,5.9,7.3,11.6,12.5,17.8,-1.44921385051442,0.198940754717891,-0.00182105677713383,0,0,NA,0.5,4.5,4.1,5,-2.21162502104499,0.121284835366818,-0.00035630538261269,0.23475476790997,19.4513014984783,0.619888604211881,0.142487994626743,-0.223341918787276,6.21774856597321,0.292776840216386,"MM7-7 F 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,FALSE,"HAU"
"611","611","MM7-7","G","3","Little Jameson","LIJ5","Cool","Wet",1.62,3.1,7.35,12.45,16.68,31,36.3,53.9,78.2,97.8,0.509303930348447,0.20808878121187,-0.00258869994992389,0.5,1.4,NA,5.6,9,18,27.6,-2.96057194524019,0.213514095889076,-0.00133916482479089,1.66413243961808,87.5592315229547,2.77080964784957,0.12783908276423,0.325976342708053,26.9273946985535,1.20915537981116,"MM7-7 G 3",26.001678466,0.5068470276,13.16059446,-0.0153958585423513,1.33,1.81,0.6129,3.7529,0,4,58,8,8,8,FALSE,"LIJ"
"613","613","MM7-7","I","3","Mill Creek","MIL7","Cool","Wet",2.91,5.15,10.74,16.02,19.62,30.2,28.9,48,70,78.9,1.10808397044548,0.163893670319091,-0.00196225841524744,0,1.5,NA,6.6,9.6,19.8,31.2,-3.08533891700106,0.209515722789896,-0.00104129984629804,3.02855004033893,73.9254692438246,2.28699739366083,0.10306365944642,0.191833305931697,32.180329174549,1.45402253948261,"MM7-7 I 3",25.562526702,0.6169417338,10.948737174,-0.216631394895634,0.67,1.62,0.28,2.57,2,7,58,9,9,9,FALSE,"MIL"
"614","614","MM7-7","J","3","North Fork Middle Tule","NMT6","Cool","Wet",1.91,3.65,7.5,12.89,15.22,27.9,22.9,41,53.6,62.8,0.693572401383375,0.185327502505477,-0.00246358634860989,0,0.8,NA,2.6,5.4,9,12.5,-2.60465613136802,0.166603442998116,-0.000798631984778536,2.00085062248524,58.6283576245037,1.82669377425866,0.10895632569857,-0.00319712228617308,13.5582653367341,0.616430111773649,"MM7-7 J 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,NA,"NMT"
"615","615","MM7-7","K","3","Paradise Creek","PRD3","Cool","Wet",0.9,2.33,4.75,8.35,14.66,19.9,24.5,39.9,68.1,68,0.0403697043547019,0.221410840434079,-0.00282304258847904,0,0.7,NA,4.2,8.7,16.5,25.6,-3.00165408060439,0.187771362438629,-0.000658779596989339,1.04119563760648,66.099542815985,2.09865636059286,0.133896520191229,7.17798984473106e-05,26.6444583759368,1.21110848163811,"MM7-7 K 3",25.14975128,0.5989621692,9.6816229914,-0.337033073977482,0.76,1.17,0.4287,2.3587,0,4,58,8,8,8,FALSE,"PRD"
"616","616","MM7-7","L","3","Rainbow Pool","RBW3","Cool","Wet",4.12,6.88,12.82,15.43,19.92,26.2,16.5,33.6,69.2,77.3,1.52924300413447,0.104412269995133,-0.000553415502468344,0,0.8,NA,6.7,11.3,14.5,25,-3.00197235620596,0.200332362318799,-0.000957710303519036,4.61468220441156,69.0058356812462,2.0771339831237,0.0872563894186141,0.135302943051391,27.625914317149,1.24957324427717,"MM7-7 L 3",25.70096359,0.5527819996,10.639727064,-0.235633746263052,0.3258,0.47,0.2595,1.0553,0,0,58,6,7,6.5,FALSE,"RBW"
"617","617","MM7-7","M","3","Redwood Creek","RWD1","Cool","Wet",1.51,4.21,11.35,18.1,24.86,37.1,41.7,53.6,73.5,87.6,0.612065385011107,0.241576229560428,-0.00395528749177345,0.4,1.8,NA,5.5,9.5,17.8,29,-2.97412684865404,0.216224515430921,-0.00138177480220264,1.84423652638074,73.6922193559741,2.31767686547076,0.118962317315451,0.353044171633613,27.7015112737646,1.24311214100595,"MM7-7 M 3",26.516200638,0.2630594602,11.57818993,-0.0860043357395175,2.85,3.3,1.19,7.34,0,9,58,8,8,8,FALSE,"RWD"
"618","618","MM7-7","N","3","Rock Creek","006aN1","Cool","Wet",1.47,3.67,7.2,10.21,12.99,18.4,22.2,36.2,51.7,64.4,0.583301790464934,0.173368043504599,-0.0019622678092163,0,0.7,NA,4.1,7.4,9.5,17.5,-2.76261061734823,0.178503553637435,-0.000825901787692164,1.79194530166947,58.6725376211379,1.83485781675705,0.112537741418894,0.0338236164644774,17.9694796882066,0.815257094170094,"MM7-7 N 3",25.387097168,0.5614601946,12.91713849,-0.0430392083523317,0.46,0.57,0.5208,1.5508,0,7,58,6,7,6.5,FALSE,"RCC"
"619","619","MM7-7","A","4","Wawona","190aC2","Cool","Wet",NA,1.24,6.05,10.66,15.36,15.7,15.4,16,18.3,19.4,-0.287716158286601,0.278312945400526,-0.00570233423243171,0,0.3,NA,0.4,0.5,1.6,2.5,-1.73589164237215,0.0953263247608398,-0.000509771303988981,0.749974436059572,17.4622594937827,0.539105969603973,0.101540584195143,-0.231002859762797,2.34167731125817,0.11694000777368,"MM7-7 A 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,FALSE,"WNA"
"620","620","MM7-7","B","4","West Fork Mojave River","WFM5","Cool","Wet",2.23,3.34,7.4,12.04,20.11,28.7,30.4,53.7,69.2,67.2,0.696060636126642,0.195329784960898,-0.00259872886758975,0.4,1.1,NA,6.2,8.9,12.5,15.5,-2.73633281737305,0.205088392627249,-0.00150232908478735,2.00583540760609,70.3797463697481,2.20561003103684,0.114769190065615,0.37162580028555,18.6302541873694,0.829937653958358,"MM7-7 B 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,8,8,8,FALSE,"WFM"
"621","621","MM7-7","C","4","Whitewater Canyon","WWC11","Cool","Wet",2.98,5.55,12.58,13.95,22.91,35.8,35.2,60.9,84.4,89,1.12898956048963,0.173323772141292,-0.00211875243565046,0.5,0.8,NA,8.5,15.4,21.5,35,-3.16120902614321,0.224864216343576,-0.00128403249662765,3.09253010626839,86.9997640176065,2.70668496488187,0.107642446636128,0.336958502908044,37.6861627293534,1.69769110120206,"MM7-7 C 4",NA,NA,NA,NA,0.076,1.84,0.37,2.286,7,4,57,6,7,6.5,FALSE,"WWC"
"623","623","MM7-7","E","4","Cuyamaca Rancho","CUR5","Cool","Wet",0.93,2.42,5.75,11.41,18.87,25.6,31.8,54.8,65.8,63.9,0.031596720115124,0.259366656067472,-0.00408124304770602,0,0.6,NA,3.5,7.2,12.9,23.5,-2.91064754880969,0.177545998396735,-0.000562751939231597,1.03210119571473,63.426927126608,2.01273632035139,0.132848121588586,-0.0535156911081891,22.5164620598812,1.02590807959043,"MM7-7 E 4",NA,NA,NA,NA,0.3798,0.46,0.18,1.0198,0,0,57,6,7,6.5,FALSE,"CUR"
"624","624","MM7-7","F","4","Deep Creek","DPC3","Cool","Wet",5.7,8.84,15.08,17.25,32.3,46.6,40,46.3,52,52.9,1.62827034657522,0.161357257143757,-0.0027298069875604,0.7,1.1,NA,5.2,9.5,15,19.2,-2.80901979337586,0.210169498798181,-0.00150546029312152,5.0950544143838,54.9817220142593,1.60924734193147,0.0767332405293845,0.389277268887844,21.1488495018267,0.943616919679038,"MM7-7 F 4",NA,NA,NA,NA,0.1534,0.15,0.07,0.3734,NA,NA,NA,8,8,8,FALSE,"DPC"
"625","625","MM7-7","G","4","Grade Road Palomar","GRP3","Cool","Wet",1.76,3.15,7.51,10.4,16.57,29.2,33.2,57,71.3,72.2,0.53516921418087,0.205213135163554,-0.00268635272277453,0,1.5,NA,6.5,12.1,19.5,28.3,-3.0731428262846,0.21256781262228,-0.00113385906436831,1.70773719115634,74.8279469602899,2.3587164441656,0.121936200757543,0.237167779850396,31.8648017380351,1.43761972537203,"MM7-7 G 4",NA,NA,NA,NA,0.75,1.15,0.26,2.16,0,0,57,6,7,6.5,FALSE,"GRP"
"626","626","MM7-7","H","4","Hauser Creek","HAU11","Cool","Wet",1.69,3.09,6.7,10.78,16.27,26.6,36.1,58.1,90.8,93.5,0.518513287057568,0.196780647124329,-0.00215953959054488,0,0.8,NA,5.7,11.9,18.4,27.9,-3.08278563402703,0.200884359327706,-0.000839677828247105,1.67952881540746,94.0094962776895,2.97838604717039,0.129834919817438,0.0937165574544239,31.2834399267732,1.4177146986054,"MM7-7 H 4",NA,NA,NA,NA,0.8074,1.24,0.48,2.5274,0,5,57,6,7,6.5,FALSE,"HAU"
"627","627","MM7-7","I","4","Little Jameson","LIJ3","Cool","Wet",NA,NA,NA,2.51,6.97,11.7,17.6,23.2,32,34.3,-1.06871819264567,0.259278880831222,-0.00351898275805217,0,0,NA,2.5,4.6,6.7,9.5,-2.50979975060776,0.14525657785287,-0.00044372362170858,0.343448470166028,36.1322089644791,1.15447614497784,0.150190415331605,-0.155215787265884,10.9448850449509,0.504550037828035,"MM7-7 I 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,NA,"LIJ"
"628","628","MM7-7","J","4","Middle Yuba","MYU3","Cool","Wet",4.04,6.15,9.5,12.84,20.7,27.2,27,46.7,64.2,68.5,1.33682877402451,0.131108626340966,-0.0011893688620503,0.4,0.9,NA,5.4,10.5,19,25.6,-2.99340513747065,0.207975012567911,-0.00115381489204762,3.80695163855533,70.6835388038364,2.15730926339616,0.0942381916174069,0.232096971173682,27.8661001631179,1.25609105417928,"MM7-7 J 4",NA,NA,NA,NA,0.69,0.86,0.38,1.93,0,0,57,6,7,6.5,FALSE,"MYU"
"629","629","MM7-7","K","4","Mill Creek","MIL9","Cool","Wet",2.76,4.88,10.9,16.52,18.01,35.4,40.4,59.5,73,74.7,0.999002768642763,0.18830049070635,-0.00260323082075383,0.6,1.1,NA,6.2,9.4,16,26.5,-2.93490886443023,0.212975485586186,-0.00136798593777947,2.7155724237581,76.295439189729,2.37354408922487,0.107600335262981,0.336863842036139,25.8543672690391,1.15988651940922,"MM7-7 K 4",NA,NA,NA,NA,0.37,0.58,0.27,1.22,0,4,57,6,7,6.5,FALSE,"MIL"
"630","630","MM7-7","L","4","North Fork Middle Tule","NMT7","Cool","Wet",1.35,2.36,4.5,6.83,14.9,23.6,28.7,32.5,40.7,43.1,0.192377074117433,0.216184640915932,-0.00320434721092668,0,0.5,NA,2.4,5,7.5,16.5,-2.66377596905657,0.158423542085948,-0.00050765281933417,1.21212749270715,45.3642011379667,1.42426044016966,0.116849877377205,-0.110670453233876,14.5273383383996,0.665364035983341,"MM7-7 L 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,TRUE,"NMT"
"631","631","MM7-7","M","4","Paradise Creek","PRD6","Cool","Wet",NA,2.8,8.04,12.76,19.5,27.5,41.9,55.9,83.5,110.1,0.489342022235621,0.213395874692897,-0.00265534880450328,0,0.9,NA,4.9,7.8,16.5,23.9,-2.96405949448109,0.191440634679801,-0.000807283870221075,1.63124254544393,94.9000219192343,3.00867030238033,0.131080061753295,0.0587894810974756,25.4233077884279,1.1529326503332,"MM7-7 M 4",NA,NA,NA,NA,2.11,2.39,1.53,6.03,0,4,57,10,10,10,FALSE,"PRD"
"632","632","MM7-7","N","4","Rainbow Pool","RBW3","Cool","Wet",3.27,6.41,13.78,20.8,26.33,45.8,55.4,77.2,97.2,105.8,1.20354966311048,0.195967236651938,-0.0027666423212599,0.5,0.9,NA,5.2,8,14,19,-2.80463490129565,0.201018752699793,-0.00129442989908424,3.33192316098721,101.472794552602,3.16583456101983,0.110201324692881,0.269462590421067,20.4616705175661,0.917827633052049,"MM7-7 N 4",NA,NA,NA,NA,3.62,4.24,1.41,9.27,3,17,57,6,7,6.5,FALSE,"RBW"
"633","633","MM7-7","A","5","Redwood Creek","RWD9","Cool","Wet",3.01,5.23,11.02,16.74,19.96,38.3,50.2,65.8,81.9,97.9,1.07039673308321,0.184745104821264,-0.00234979006047987,0.6,1.6,NA,8.5,13.2,23,34.9,-3.11440233476595,0.234078228204469,-0.00157967521689123,2.91653635694128,93.6296151319089,2.9262283475796,0.111901612946388,0.504410921102687,36.0386721597589,1.61519369266619,"MM7-7 A 5",24.469385528,1.2694144616,16.031964596,0.101473078554808,2.07,3.8,0.6336,6.5036,6,2,57,6,7,6.5,FALSE,"RWD"
"634","634","MM7-7","B","5","Rock Creek","009aN1","Cool","Wet",0.7,3.22,5.69,10.52,17.37,23.9,34.7,50.1,58,65.2,-0.0180903891073904,0.262897414887025,-0.00419682069350723,0,1.4,NA,8.1,12.9,16.5,25.6,-3.02576815077964,0.214726943986104,-0.0012622393394526,0.982072259711373,60.2549535705629,1.91202842938231,0.132795973388301,0.296674263755285,29.837041989911,1.34274398755253,"MM7-7 B 5",26.309505844,0.3893551722,11.827128694,-0.0991073583668909,0.35,0.39,0.0995,0.8395,0,2,57,11,11,11,FALSE,"RCC"
"635","635","MM7-7","C","5","Wawona","184aC2","Cool","Wet",NA,1.02,3.73,7.98,13.69,20.5,31.7,47.6,72.4,74.7,-0.659209633555753,0.289593622421269,-0.00422664676960207,0,0.5,NA,4.5,9,14.5,24.3,-2.9772176220001,0.184866175323187,-0.000629191517190158,0.517259997918802,70.5544756658533,2.25926502154628,0.158567572563605,-0.0161963947136573,25.4581150374584,1.15792324691691,"MM7-7 C 5",25.024972152,0.9879134094,11.627725546,-0.19773919928253,NA,NA,NA,NA,NA,NA,NA,12,17,14.5,TRUE,"WNA"
"636","636","MM7-7","D","5","West Fork Mojave River","WFM3","Cool","Wet",0.97,2.89,8.1,14.8,20.8,28.9,29.7,29.9,30.4,33.4,0.141865102319946,0.281675155909493,-0.00569617103515191,0.4,1.1,NA,2.5,4.5,7,NA,-2.41857929790683,0.17302183534674,-0.00125371895983147,1.1524211791075,29.9573460236007,0.929191124015911,0.105093853819784,0.174059173662941,10.2724956194991,0.459019838447098,"MM7-7 D 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17,14.5,TRUE,"WFM"
"637","637","MM7-7","E","5","Whitewater Canyon","WWC3","Cool","Wet",NA,NA,2.71,7.81,15.38,23.2,23.4,43.9,55.2,65.2,-0.58643033659809,0.279853699728056,-0.00416645281037696,0,0.6,NA,6.8,9.5,16.5,24.5,-3.01600627304137,0.196100555444579,-0.000834043758215253,0.556309582518478,59.4462893099812,1.89967676540202,0.15069366260637,0.0796798083102417,27.8853582865224,1.26389447628237,"MM7-7 E 5",26.349155808,0.7188789104,11.862362604,-0.149891037840177,0.099,0.14,0.0247,0.2637,0,0,57,8,8,8,FALSE,"WWC"
"638","638","MM7-7","F","5","Cottonwood Creek","356a","Cool","Wet",1.84,4.5,6.94,10.37,13.16,20,24.4,43.2,46.8,46.1,0.721258664077803,0.173211782457902,-0.00225284243191932,0,0.9,NA,6.5,9.4,11.5,21.4,-2.88574958601931,0.195562841236036,-0.00103268285714004,2.05702067996212,50.6957633099064,1.56899169774014,0.103373667068403,0.150703355943842,22.8191670898785,1.03038471517885,"MM7-7 F 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,TRUE,"CTC"
"639","639","MM7-7","G","5","Cuyamaca Rancho","CUR9","Cool","Wet",2.6,5.16,11.43,18.78,24.63,43.6,57.8,71.1,105.4,104.5,0.964615386650357,0.210664488206421,-0.00298014218294095,0.6,1,NA,7,11.6,19,29.5,-3.03023912723012,0.219304230128099,-0.00136410119116526,2.62377832221607,102.647201776373,3.22656204690829,0.118280080535251,0.354872753005379,30.4320456942154,1.36714422460045,"MM7-7 G 5",25.071834564,1.2104224212,15.618817684,0.0795368271536137,1.41,2.54,0.8721,4.8221,5,6,57,9,9,9,FALSE,"CUR"
"640","640","MM7-7","H","5","Deep Creek","DPC1","Cool","Wet",1.22,3.75,9.69,16.08,22.12,33.7,43.9,60.6,75.2,94.3,0.424118721488976,0.249763194803984,-0.00394305716542353,0.7,0.5,NA,5.4,7.5,17,26.2,-2.94096185960949,0.200487416255618,-0.00106045077361974,1.528243018301,79.6386736263153,2.51969130993595,0.127528422675855,0.17451341056817,25.1827748920039,1.13673915824708,"MM7-7 H 5",26.27186432,0.7784087146,12.550936402,-0.100441132520733,0.85,1.24,0.6437,2.7337,0,6,57,10,10,10,FALSE,"DPC"
"641","641","MM7-7","J","5","Hauser Creek","HAU7","Cool","Wet",1.74,3.34,6.82,9.91,17.19,24.2,20.1,31.5,35.2,50.9,0.591983341711434,0.188632587179613,-0.0027642330075535,0,0.9,NA,4.5,8.1,10.5,20.1,-2.82448932354238,0.185623509711524,-0.000895184146241617,1.80756989134035,43.9549666257455,1.35959344304533,0.102941363945455,0.0750875749052837,20.1841332269966,0.914047529640514,"MM7-7 J 5",25.669978716,0.7171957156,14.444792324,0.047277846296601,0.48,0.6,0.2079,1.2879,0,0,57,11,11,11,FALSE,"HAU"
"642","642","MM7-7","K","5","Little Jameson","LIJ1","Cool","Wet",0.58,2.02,6.32,12.02,18.32,21.8,30.3,35.2,47.3,55.4,-0.262876084605936,0.290258386173828,-0.00510165473197934,0,0.6,NA,2.1,5,8.5,16,-2.6680685211216,0.159256468872666,-0.000520540837215787,0.768837162168568,46.1752384143902,1.46472262103941,0.132107089482469,-0.105190875566458,14.6612757303513,0.671203027541714,"MM7-7 K 5",24.910158922,1.2910545266,13.037187422,-0.106787504842883,0.19,0.17,0.0932,0.4532,0,0,57,9,9,9,FALSE,"LIJ"
"643","643","MM7-7","L","5","Middle Yuba","MYU3","Cool","Wet",NA,1.2,4.77,10.1,16.93,22.7,31.2,33.1,45,51.1,-0.488019828579182,0.299970369816565,-0.00521175487712987,0,0.5,NA,4.3,8.1,10.5,15.1,-2.75779668267301,0.178192545865008,-0.000826302444095471,0.613840701333192,44.81599911689,1.42587607792119,0.138405968625539,0.0332148869167352,17.8197450742093,0.808478644876933,"MM7-7 L 5",26.1720664281818,0.667472995272727,10.5761427158182,-0.258156375557431,0.36,0.29,0.23,0.88,0,0,57,10,10,10,FALSE,"MYU"
"644","644","MM7-7","M","5","Mill Creek","MIL3","Cool","Wet",2.04,3.74,8.38,14.62,20.83,28.2,41,53.4,75.9,83.3,0.711054239871051,0.203958639483199,-0.00276474365327089,0.5,0.8,NA,6.2,8.7,12.8,17.9,-2.78709384865535,0.20308369939729,-0.00137213314131576,2.03613670403731,79.5872109159423,2.50164755522274,0.118251586231801,0.308370622270157,20.0343311576927,0.896634569791935,"MM7-7 M 5",24.9713211075,1.10427948475,13.7659833075,-0.0386931692680688,0.062,1.05,0.4854,1.5974,3,4,57,6,7,6.5,FALSE,"MIL"
"645","645","MM7-7","N","5","North Fork Middle Tule","NMT2","Cool","Wet",NA,0.9,3.47,6.26,11.33,15.3,14.2,22.3,33.6,43.8,-0.60386420021984,0.254347180177839,-0.00382576327409344,0,0,NA,0.5,1.5,1.5,3,-1.85108497793701,0.0988811017258813,-0.000407511090360045,0.546695010216068,36.7574115034733,1.16808762881475,0.135748518680942,-0.250146146703388,2.99663845255138,0.147581118147944,"MM7-7 N 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,8,8,8,FALSE,"NMT"
"646","646","MM7-7","A","6","Paradise Creek","PRD7","Cool","Wet",2,5.34,12.74,18.61,26.02,41.3,53.2,80,97.5,128.1,0.865901228552225,0.220670694327975,-0.00314278370602715,0.6,1.5,NA,7.5,15.4,22.5,33.6,-3.11279781486609,0.232926599773318,-0.00155482579040132,2.37714747406861,108.470431079645,3.42236398727667,0.123244399441134,0.488263088923078,35.8350393750935,1.60667164937138,"MM7-7 A 6",25.511148454,0.6590966724,13.971052034,0.0213374628881202,2.35,4.23,0.908,7.488,7,4,57,6,7,6.5,FALSE,"PRD"
