"","indiv","Block","Col","Row","Population","Family","TempTrt","WaterTrt","variable","LLL","Day","DayN"
"6149","522","MM7-6","N","3","Rainbow Pool","RBW2","Cool","Dry","LLL_0609",58.2,2014-06-09,28
"6150","523","MM7-6","A","4","Redwood Creek","RWD10","Cool","Dry","LLL_0609",75.6,2014-06-09,28
"6151","524","MM7-6","B","4","Rock Creek","002aN1","Cool","Dry","LLL_0609",60.7,2014-06-09,28
"6152","526","MM7-6","D","4","West Fork Mojave River","WFM6","Cool","Dry","LLL_0609",66.2,2014-06-09,28
"6153","527","MM7-6","E","4","Whitewater Canyon","WWC2","Cool","Dry","LLL_0609",35.3,2014-06-09,28
"6154","528","MM7-6","F","4","Cottonwood Creek","348a","Cool","Dry","LLL_0609",59.3,2014-06-09,28
"6155","529","MM7-6","G","4","Cuyamaca Rancho","CUR2","Cool","Dry","LLL_0609",62.5,2014-06-09,28
"6156","532","MM7-6","J","4","Hauser Creek","HAU2","Cool","Dry","LLL_0609",54.6,2014-06-09,28
"6157","533","MM7-6","K","4","Little Jameson","LIJ12","Cool","Dry","LLL_0609",51.2,2014-06-09,28
"6158","534","MM7-6","L","4","Middle Yuba","MYU2","Cool","Dry","LLL_0609",51.4,2014-06-09,28
"6159","535","MM7-6","M","4","Mill Creek","MIL2","Cool","Dry","LLL_0609",21.4,2014-06-09,28
"6160","536","MM7-6","N","4","North Fork Middle Tule","NMT8","Cool","Dry","LLL_0609",10.1,2014-06-09,28
"6161","537","MM7-6","A","5","Paradise Creek","PRD2","Cool","Dry","LLL_0609",69.7,2014-06-09,28
"6162","538","MM7-6","B","5","Rainbow Pool","RBW4","Cool","Dry","LLL_0609",72.9,2014-06-09,28
"6163","539","MM7-6","C","5","Redwood Creek","RWD1","Cool","Dry","LLL_0609",50.4,2014-06-09,28
"6164","540","MM7-6","D","5","Rock Creek","011aN1","Cool","Dry","LLL_0609",65.9,2014-06-09,28
"6165","541","MM7-6","E","5","Wawona","189aC2","Cool","Dry","LLL_0609",83.4,2014-06-09,28
"6166","542","MM7-6","F","5","West Fork Mojave River","WFM12","Cool","Dry","LLL_0609",69.8,2014-06-09,28
"6167","543","MM7-6","G","5","Whitewater Canyon","WWC8","Cool","Dry","LLL_0609",84.6,2014-06-09,28
"6168","544","MM7-6","H","5","Cottonwood Creek","371a","Cool","Dry","LLL_0609",65.2,2014-06-09,28
"6169","545","MM7-6","I","5","Cuyamaca Rancho","CUR10","Cool","Dry","LLL_0609",38.9,2014-06-09,28
"6170","547","MM7-6","K","5","Grade Road Palomar","GRP2","Cool","Dry","LLL_0609",68.1,2014-06-09,28
"6171","548","MM7-6","L","5","Hauser Creek","HAU8","Cool","Dry","LLL_0609",80.6,2014-06-09,28
"6172","549","MM7-6","M","5","Little Jameson","LIJ6","Cool","Dry","LLL_0609",25.3,2014-06-09,28
"6173","550","MM7-6","N","5","Middle Yuba","MYU4","Cool","Dry","LLL_0609",48.2,2014-06-09,28
"6174","551","MM7-6","A","6","Mill Creek","MIL6","Cool","Dry","LLL_0609",51.6,2014-06-09,28
"6175","552","MM7-6","B","6","North Fork Middle Tule","NMT7","Cool","Dry","LLL_0609",74.7,2014-06-09,28
"6176","553","MM7-6","C","6","Paradise Creek","PRD7","Cool","Dry","LLL_0609",94.6,2014-06-09,28
"6177","554","MM7-6","D","6","Rainbow Pool","RBW2","Cool","Dry","LLL_0609",48.8,2014-06-09,28
"6178","555","MM7-6","E","6","Redwood Creek","RWD2","Cool","Dry","LLL_0609",65.2,2014-06-09,28
"6179","556","MM7-6","F","6","Rock Creek","007aN1","Cool","Dry","LLL_0609",73.8,2014-06-09,28
"6180","557","MM7-6","G","6","Wawona","187aC2","Cool","Dry","LLL_0609",49.8,2014-06-09,28
"6181","558","MM7-6","H","6","West Fork Mojave River","WFM2","Cool","Dry","LLL_0609",40.9,2014-06-09,28
"6182","559","MM7-6","I","6","Whitewater Canyon","WWC10","Cool","Dry","LLL_0609",49.5,2014-06-09,28
"6183","560","MM7-6","J","6","Cottonwood Creek","362a","Cool","Dry","LLL_0609",75.5,2014-06-09,28
"6184","561","MM7-6","K","6","Cuyamaca Rancho","CUR4","Cool","Dry","LLL_0609",56.4,2014-06-09,28
"6185","562","MM7-6","L","6","Deep Creek","DPC6","Cool","Dry","LLL_0609",54.1,2014-06-09,28
"6186","563","MM7-6","M","6","Grade Road Palomar","GRP2","Cool","Dry","LLL_0609",77.1,2014-06-09,28
"6187","564","MM7-6","N","6","Hauser Creek","HAU12","Cool","Dry","LLL_0609",62.5,2014-06-09,28
"6188","565","MM7-6","B","7","Middle Yuba","MYU2","Cool","Dry","LLL_0609",83.4,2014-06-09,28
"6189","567","MM7-6","D","7","North Fork Middle Tule","NMT5","Cool","Dry","LLL_0609",67.7,2014-06-09,28
"6190","568","MM7-6","G","7","Redwood Creek","RWD7","Cool","Dry","LLL_0609",39.9,2014-06-09,28
"6191","569","MM7-6","H","7","Rock Creek","015aN1","Cool","Dry","LLL_0609",57.7,2014-06-09,28
"6192","570","MM7-6","I","7","Wawona","191aC2","Cool","Dry","LLL_0609",39.1,2014-06-09,28
"6193","571","MM7-6","J","7","West Fork Mojave River","WFM8","Cool","Dry","LLL_0609",55.9,2014-06-09,28
"6194","572","MM7-6","K","7","Whitewater Canyon","WWC6","Cool","Dry","LLL_0609",63.7,2014-06-09,28
"6195","573","MM7-6","L","7","Cottonwood Creek","364a","Cool","Dry","LLL_0609",71.5,2014-06-09,28
"6196","574","MM7-6","A","7","Little Jameson","LIJ2","Cool","Dry","LLL_0609",67.5,2014-06-09,28
"6197","577","MM7-7","A","1","Grade Road Palomar","GRP5","Cool","Wet","LLL_0609",85,2014-06-09,28
"6198","578","MM7-7","B","1","Hauser Creek","HAU3","Cool","Wet","LLL_0609",42.9,2014-06-09,28
"6199","579","MM7-7","C","1","Little Jameson","LIJ7","Cool","Wet","LLL_0609",74.2,2014-06-09,28
"6200","580","MM7-7","D","1","Middle Yuba","MYU1","Cool","Wet","LLL_0609",29.9,2014-06-09,28
"6201","582","MM7-7","F","1","North Fork Middle Tule","NMT1","Cool","Wet","LLL_0609",74.4,2014-06-09,28
"6202","583","MM7-7","G","1","Paradise Creek","PRD5","Cool","Wet","LLL_0609",64.6,2014-06-09,28
"6203","584","MM7-7","H","1","Rainbow Pool","RBW1","Cool","Wet","LLL_0609",65.1,2014-06-09,28
"6204","585","MM7-7","I","1","Redwood Creek","RWD4","Cool","Wet","LLL_0609",65.4,2014-06-09,28
"6205","586","MM7-7","J","1","Rock Creek","012aN1","Cool","Wet","LLL_0609",75.1,2014-06-09,28
"6206","587","MM7-7","K","1","Wawona","186aC2","Cool","Wet","LLL_0609",78.5,2014-06-09,28
"6207","588","MM7-7","L","1","West Fork Mojave River","WFM11","Cool","Wet","LLL_0609",75.8,2014-06-09,28
"6208","589","MM7-7","M","1","Whitewater Canyon","WWC7","Cool","Wet","LLL_0609",27.7,2014-06-09,28
"6209","590","MM7-7","N","1","Cottonwood Creek","346a","Cool","Wet","LLL_0609",79.1,2014-06-09,28
"6210","591","MM7-7","A","2","Cuyamaca Rancho","CUR3","Cool","Wet","LLL_0609",23.5,2014-06-09,28
"6211","593","MM7-7","C","2","Grade Road Palomar","GRP1","Cool","Wet","LLL_0609",67.5,2014-06-09,28
"6212","594","MM7-7","D","2","Hauser Creek","HAU5","Cool","Wet","LLL_0609",56.6,2014-06-09,28
"6213","595","MM7-7","E","2","Little Jameson","LIJ11","Cool","Wet","LLL_0609",40.2,2014-06-09,28
"6214","596","MM7-7","F","2","Middle Yuba","MYU1","Cool","Wet","LLL_0609",2.4,2014-06-09,28
"6215","597","MM7-7","G","2","Mill Creek","MIL1","Cool","Wet","LLL_0609",62.1,2014-06-09,28
"6216","598","MM7-7","H","2","North Fork Middle Tule","NMT4","Cool","Wet","LLL_0609",38.2,2014-06-09,28
"6217","599","MM7-7","I","2","Paradise Creek","PRD3","Cool","Wet","LLL_0609",46.8,2014-06-09,28
"6218","600","MM7-7","J","2","Rainbow Pool","RBW1","Cool","Wet","LLL_0609",89.4,2014-06-09,28
"6219","601","MM7-7","K","2","Redwood Creek","RWD7","Cool","Wet","LLL_0609",70.8,2014-06-09,28
"6220","602","MM7-7","L","2","Rock Creek","001aN1","Cool","Wet","LLL_0609",59.9,2014-06-09,28
"6221","603","MM7-7","M","2","Wawona","192aC2","Cool","Wet","LLL_0609",56.2,2014-06-09,28
"6222","604","MM7-7","N","2","West Fork Mojave River","WFM9","Cool","Wet","LLL_0609",76.4,2014-06-09,28
"6223","605","MM7-7","A","3","Whitewater Canyon","WWC9","Cool","Wet","LLL_0609",60.6,2014-06-09,28
"6224","606","MM7-7","B","3","Cottonwood Creek","355a","Cool","Wet","LLL_0609",93.7,2014-06-09,28
"6225","607","MM7-7","C","3","Cuyamaca Rancho","CUR1","Cool","Wet","LLL_0609",47.2,2014-06-09,28
"6226","608","MM7-7","D","3","Deep Creek","DPC1","Cool","Wet","LLL_0609",55.9,2014-06-09,28
"6227","609","MM7-7","E","3","Grade Road Palomar","GRP7","Cool","Wet","LLL_0609",30.7,2014-06-09,28
"6228","610","MM7-7","F","3","Hauser Creek","HAU1","Cool","Wet","LLL_0609",12.5,2014-06-09,28
"6229","611","MM7-7","G","3","Little Jameson","LIJ5","Cool","Wet","LLL_0609",78.2,2014-06-09,28
"6230","613","MM7-7","I","3","Mill Creek","MIL7","Cool","Wet","LLL_0609",70,2014-06-09,28
"6231","614","MM7-7","J","3","North Fork Middle Tule","NMT6","Cool","Wet","LLL_0609",53.6,2014-06-09,28
"6232","615","MM7-7","K","3","Paradise Creek","PRD3","Cool","Wet","LLL_0609",68.1,2014-06-09,28
"6233","616","MM7-7","L","3","Rainbow Pool","RBW3","Cool","Wet","LLL_0609",69.2,2014-06-09,28
"6234","617","MM7-7","M","3","Redwood Creek","RWD1","Cool","Wet","LLL_0609",73.5,2014-06-09,28
"6235","618","MM7-7","N","3","Rock Creek","006aN1","Cool","Wet","LLL_0609",51.7,2014-06-09,28
"6236","619","MM7-7","A","4","Wawona","190aC2","Cool","Wet","LLL_0609",18.3,2014-06-09,28
"6237","620","MM7-7","B","4","West Fork Mojave River","WFM5","Cool","Wet","LLL_0609",69.2,2014-06-09,28
"6238","621","MM7-7","C","4","Whitewater Canyon","WWC11","Cool","Wet","LLL_0609",84.4,2014-06-09,28
"6239","623","MM7-7","E","4","Cuyamaca Rancho","CUR5","Cool","Wet","LLL_0609",65.8,2014-06-09,28
"6240","624","MM7-7","F","4","Deep Creek","DPC3","Cool","Wet","LLL_0609",52,2014-06-09,28
"6241","625","MM7-7","G","4","Grade Road Palomar","GRP3","Cool","Wet","LLL_0609",71.3,2014-06-09,28
"6242","626","MM7-7","H","4","Hauser Creek","HAU11","Cool","Wet","LLL_0609",90.8,2014-06-09,28
"6243","627","MM7-7","I","4","Little Jameson","LIJ3","Cool","Wet","LLL_0609",32,2014-06-09,28
"6244","628","MM7-7","J","4","Middle Yuba","MYU3","Cool","Wet","LLL_0609",64.2,2014-06-09,28
"6245","629","MM7-7","K","4","Mill Creek","MIL9","Cool","Wet","LLL_0609",73,2014-06-09,28
"6246","630","MM7-7","L","4","North Fork Middle Tule","NMT7","Cool","Wet","LLL_0609",40.7,2014-06-09,28
"6247","631","MM7-7","M","4","Paradise Creek","PRD6","Cool","Wet","LLL_0609",83.5,2014-06-09,28
"6248","632","MM7-7","N","4","Rainbow Pool","RBW3","Cool","Wet","LLL_0609",97.2,2014-06-09,28
"6249","633","MM7-7","A","5","Redwood Creek","RWD9","Cool","Wet","LLL_0609",81.9,2014-06-09,28
"6250","634","MM7-7","B","5","Rock Creek","009aN1","Cool","Wet","LLL_0609",58,2014-06-09,28
"6251","635","MM7-7","C","5","Wawona","184aC2","Cool","Wet","LLL_0609",72.4,2014-06-09,28
"6252","636","MM7-7","D","5","West Fork Mojave River","WFM3","Cool","Wet","LLL_0609",30.4,2014-06-09,28
"6253","637","MM7-7","E","5","Whitewater Canyon","WWC3","Cool","Wet","LLL_0609",55.2,2014-06-09,28
"6254","638","MM7-7","F","5","Cottonwood Creek","356a","Cool","Wet","LLL_0609",46.8,2014-06-09,28
"6255","639","MM7-7","G","5","Cuyamaca Rancho","CUR9","Cool","Wet","LLL_0609",105.4,2014-06-09,28
"6256","640","MM7-7","H","5","Deep Creek","DPC1","Cool","Wet","LLL_0609",75.2,2014-06-09,28
"6257","641","MM7-7","J","5","Hauser Creek","HAU7","Cool","Wet","LLL_0609",35.2,2014-06-09,28
"6258","642","MM7-7","K","5","Little Jameson","LIJ1","Cool","Wet","LLL_0609",47.3,2014-06-09,28
"6259","643","MM7-7","L","5","Middle Yuba","MYU3","Cool","Wet","LLL_0609",45,2014-06-09,28
"6260","644","MM7-7","M","5","Mill Creek","MIL3","Cool","Wet","LLL_0609",75.9,2014-06-09,28
"6261","645","MM7-7","N","5","North Fork Middle Tule","NMT2","Cool","Wet","LLL_0609",33.6,2014-06-09,28
"6262","646","MM7-7","A","6","Paradise Creek","PRD7","Cool","Wet","LLL_0609",97.5,2014-06-09,28
"6263","647","MM7-7","B","6","Rainbow Pool","RBW3","Cool","Wet","LLL_0609",97,2014-06-09,28
"6264","648","MM7-7","C","6","Redwood Creek","RWD2","Cool","Wet","LLL_0609",102.8,2014-06-09,28
"6265","649","MM7-7","D","6","Rock Creek","014aN1","Cool","Wet","LLL_0609",43.8,2014-06-09,28
"6266","650","MM7-7","E","6","Wawona","188aC2","Cool","Wet","LLL_0609",106.9,2014-06-09,28
"6267","651","MM7-7","F","6","West Fork Mojave River","WFM1","Cool","Wet","LLL_0609",94.6,2014-06-09,28
"6268","652","MM7-7","G","6","Whitewater Canyon","WWC5","Cool","Wet","LLL_0609",79.2,2014-06-09,28
"6269","653","MM7-7","H","6","Cottonwood Creek","353a","Cool","Wet","LLL_0609",38.1,2014-06-09,28
"6270","654","MM7-7","I","6","Cuyamaca Rancho","CUR7","Cool","Wet","LLL_0609",83.9,2014-06-09,28
"6271","655","MM7-7","J","6","Deep Creek","DPC3","Cool","Wet","LLL_0609",71.9,2014-06-09,28
"6272","656","MM7-7","L","6","Hauser Creek","HAU9","Cool","Wet","LLL_0609",66.5,2014-06-09,28
"6273","657","MM7-7","M","6","Little Jameson","LIJ9","Cool","Wet","LLL_0609",61.1,2014-06-09,28
"6274","658","MM7-7","A","7","Mill Creek","MIL11","Cool","Wet","LLL_0609",72.5,2014-06-09,28
"6275","659","MM7-7","C","7","Paradise Creek","PRD1","Cool","Wet","LLL_0609",81.1,2014-06-09,28
"6276","660","MM7-7","D","7","Rainbow Pool","RBW1","Cool","Wet","LLL_0609",35.5,2014-06-09,28
"6277","661","MM7-7","E","7","Redwood Creek","RWD5","Cool","Wet","LLL_0609",95.1,2014-06-09,28
"6278","662","MM7-7","F","7","Rock Creek","004aN1","Cool","Wet","LLL_0609",67.8,2014-06-09,28
"6279","663","MM7-7","G","7","Wawona","182aC2","Cool","Wet","LLL_0609",53.2,2014-06-09,28
"6280","664","MM7-7","H","7","West Fork Mojave River","WFM7","Cool","Wet","LLL_0609",40.2,2014-06-09,28
"6281","665","MM7-7","J","7","Cottonwood Creek","370a","Cool","Wet","LLL_0609",91.3,2014-06-09,28
"6282","666","MM7-7","K","7","Cuyamaca Rancho","CUR11","Cool","Wet","LLL_0609",85.9,2014-06-09,28
"6283","667","MM7-7","L","7","Deep Creek","DPC5","Cool","Wet","LLL_0609",58.9,2014-06-09,28
"6284","672","MM7-7","I","7","Whitewater Canyon","WWC1","Cool","Wet","LLL_0609",77.5,2014-06-09,28
"6285","673","MM7-8","A","1","Deep Creek","DPC2","Cool","Wet","LLL_0609",33.7,2014-06-09,28
"6286","674","MM7-8","B","1","Grade Road Palomar","GRP6","Cool","Wet","LLL_0609",102.8,2014-06-09,28
"6287","675","MM7-8","C","1","Hauser Creek","HAU4","Cool","Wet","LLL_0609",42.2,2014-06-09,28
"6288","677","MM7-8","E","1","Middle Yuba","MYU2","Cool","Wet","LLL_0609",47.5,2014-06-09,28
"6289","678","MM7-8","F","1","Mill Creek","MIL2","Cool","Wet","LLL_0609",64.1,2014-06-09,28
"6290","679","MM7-8","G","1","North Fork Middle Tule","NMT1","Cool","Wet","LLL_0609",51.1,2014-06-09,28
"6291","680","MM7-8","H","1","Paradise Creek","PRD7","Cool","Wet","LLL_0609",111,2014-06-09,28
"6292","681","MM7-8","I","1","Rainbow Pool","RBW2","Cool","Wet","LLL_0609",90.2,2014-06-09,28
"6293","682","MM7-8","J","1","Redwood Creek","RWD7","Cool","Wet","LLL_0609",87.4,2014-06-09,28
"6294","685","MM7-8","M","1","West Fork Mojave River","WFM12","Cool","Wet","LLL_0609",75.5,2014-06-09,28
"6295","686","MM7-8","N","1","Whitewater Canyon","WWC12","Cool","Wet","LLL_0609",40.9,2014-06-09,28
"6296","687","MM7-8","A","2","Cottonwood Creek","362a","Cool","Wet","LLL_0609",52.8,2014-06-09,28
"6297","688","MM7-8","B","2","Cuyamaca Rancho","CUR8","Cool","Wet","LLL_0609",64.9,2014-06-09,28
"6298","689","MM7-8","C","2","Deep Creek","DPC2","Cool","Wet","LLL_0609",65.9,2014-06-09,28
"6299","690","MM7-8","D","2","Grade Road Palomar","GRP4","Cool","Wet","LLL_0609",106.6,2014-06-09,28
"6300","691","MM7-8","E","2","Hauser Creek","HAU2","Cool","Wet","LLL_0609",69.3,2014-06-09,28
"6301","692","MM7-8","F","2","Little Jameson","LIJ6","Cool","Wet","LLL_0609",49.9,2014-06-09,28
"6302","694","MM7-8","H","2","Mill Creek","MIL6","Cool","Wet","LLL_0609",79.2,2014-06-09,28
"6303","695","MM7-8","I","2","North Fork Middle Tule","NMT3","Cool","Wet","LLL_0609",65.7,2014-06-09,28
"6304","696","MM7-8","J","2","Paradise Creek","PRD4","Cool","Wet","LLL_0609",41.8,2014-06-09,28
"6305","697","MM7-8","K","2","Rainbow Pool","RBW2","Cool","Wet","LLL_0609",50.5,2014-06-09,28
"6306","698","MM7-8","L","2","Redwood Creek","RWD2","Cool","Wet","LLL_0609",66.6,2014-06-09,28
"6307","699","MM7-8","M","2","Rock Creek","015aN1","Cool","Wet","LLL_0609",40.9,2014-06-09,28
"6308","700","MM7-8","N","2","Wawona","187aC2","Cool","Wet","LLL_0609",73.4,2014-06-09,28
"6309","702","MM7-8","B","3","Whitewater Canyon","WWC2","Cool","Wet","LLL_0609",51.6,2014-06-09,28
"6310","703","MM7-8","C","3","Cottonwood Creek","348a","Cool","Wet","LLL_0609",65.4,2014-06-09,28
"6311","704","MM7-8","D","3","Cuyamaca Rancho","CUR12","Cool","Wet","LLL_0609",33.8,2014-06-09,28
"6312","705","MM7-8","E","3","Deep Creek","DPC6","Cool","Wet","LLL_0609",55.2,2014-06-09,28
"6313","706","MM7-8","F","3","Grade Road Palomar","GRP2","Cool","Wet","LLL_0609",91.1,2014-06-09,28
"6314","707","MM7-8","G","3","Hauser Creek","HAU6","Cool","Wet","LLL_0609",74.4,2014-06-09,28
"6315","708","MM7-8","H","3","Little Jameson","LIJ12","Cool","Wet","LLL_0609",41.8,2014-06-09,28
"6316","709","MM7-8","I","3","Middle Yuba","MYU6","Cool","Wet","LLL_0609",44.6,2014-06-09,28
"6317","710","MM7-8","J","3","Mill Creek","MIL12","Cool","Wet","LLL_0609",15.1,2014-06-09,28
"6318","711","MM7-8","K","3","North Fork Middle Tule","NMT8","Cool","Wet","LLL_0609",47.2,2014-06-09,28
"6319","712","MM7-8","L","3","Paradise Creek","PRD2","Cool","Wet","LLL_0609",55.8,2014-06-09,28
"6320","713","MM7-8","M","3","Rainbow Pool","RBW2","Cool","Wet","LLL_0609",92.2,2014-06-09,28
"6321","714","MM7-8","N","3","Redwood Creek","RWD1","Cool","Wet","LLL_0609",29.2,2014-06-09,28
"6322","715","MM7-8","A","4","Rock Creek","002aN1","Cool","Wet","LLL_0609",53.4,2014-06-09,28
"6323","716","MM7-8","B","4","Wawona","191aC2","Cool","Wet","LLL_0609",88.4,2014-06-09,28
"6324","717","MM7-8","C","4","West Fork Mojave River","WFM6","Cool","Wet","LLL_0609",80,2014-06-09,28
"6325","718","MM7-8","D","4","Whitewater Canyon","WWC10","Cool","Wet","LLL_0609",69.5,2014-06-09,28
"6326","719","MM7-8","E","4","Cottonwood Creek","361a","Cool","Wet","LLL_0609",93.5,2014-06-09,28
"6327","720","MM7-8","F","4","Cuyamaca Rancho","CUR6","Cool","Wet","LLL_0609",84.3,2014-06-09,28
"6328","721","MM7-8","G","4","Deep Creek","DPC4","Cool","Wet","LLL_0609",73,2014-06-09,28
"6329","722","MM7-8","H","4","Grade Road Palomar","GRP2","Cool","Wet","LLL_0609",79.8,2014-06-09,28
"6330","723","MM7-8","I","4","Hauser Creek","HAU10","Cool","Wet","LLL_0609",101.4,2014-06-09,28
"6331","724","MM7-8","J","4","Little Jameson","LIJ10","Cool","Wet","LLL_0609",55.8,2014-06-09,28
"6332","725","MM7-8","K","4","Middle Yuba","MYU4","Cool","Wet","LLL_0609",44.2,2014-06-09,28
"6333","726","MM7-8","L","4","Mill Creek","MIL4","Cool","Wet","LLL_0609",16.4,2014-06-09,28
"6334","727","MM7-8","M","4","North Fork Middle Tule","NMT5","Cool","Wet","LLL_0609",59.9,2014-06-09,28
"6335","728","MM7-8","N","4","Paradise Creek","PRD6","Cool","Wet","LLL_0609",22.6,2014-06-09,28
"6336","729","MM7-8","A","5","Rainbow Pool","RBW4","Cool","Wet","LLL_0609",73.1,2014-06-09,28
"6337","730","MM7-8","B","5","Redwood Creek","RWD5","Cool","Wet","LLL_0609",93.7,2014-06-09,28
"6338","731","MM7-8","C","5","Rock Creek","007aN1","Cool","Wet","LLL_0609",33.7,2014-06-09,28
"6339","732","MM7-8","D","5","Wawona","185aC2","Cool","Wet","LLL_0609",67.7,2014-06-09,28
"6340","733","MM7-8","E","5","West Fork Mojave River","WFM8","Cool","Wet","LLL_0609",50.6,2014-06-09,28
"6341","734","MM7-8","F","5","Whitewater Canyon","WWC4","Cool","Wet","LLL_0609",52.6,2014-06-09,28
"6342","735","MM7-8","G","5","Cottonwood Creek","349a","Cool","Wet","LLL_0609",90.6,2014-06-09,28
"6343","736","MM7-8","H","5","Cuyamaca Rancho","CUR10","Cool","Wet","LLL_0609",84.8,2014-06-09,28
"6344","737","MM7-8","I","5","Deep Creek","DPC6","Cool","Wet","LLL_0609",53.8,2014-06-09,28
"6345","738","MM7-8","J","5","Grade Road Palomar","GRP6","Cool","Wet","LLL_0609",82.4,2014-06-09,28
"6346","739","MM7-8","K","5","Hauser Creek","HAU8","Cool","Wet","LLL_0609",85,2014-06-09,28
"6347","740","MM7-8","L","5","Little Jameson","LIJ8","Cool","Wet","LLL_0609",31.1,2014-06-09,28
"6348","741","MM7-8","M","5","Middle Yuba","MYU6","Cool","Wet","LLL_0609",54,2014-06-09,28
"6349","742","MM7-8","N","5","Mill Creek","MIL8","Cool","Wet","LLL_0609",36.8,2014-06-09,28
"6350","743","MM7-8","A","6","North Fork Middle Tule","NMT7","Cool","Wet","LLL_0609",52.4,2014-06-09,28
"6351","744","MM7-8","B","6","Paradise Creek","PRD2","Cool","Wet","LLL_0609",35,2014-06-09,28
"6352","745","MM7-8","C","6","Rainbow Pool","RBW4","Cool","Wet","LLL_0609",41.2,2014-06-09,28
"6353","746","MM7-8","D","6","Redwood Creek","RWD8","Cool","Wet","LLL_0609",66.2,2014-06-09,28
"6354","747","MM7-8","E","6","Rock Creek","011aN1","Cool","Wet","LLL_0609",43,2014-06-09,28
"6355","748","MM7-8","F","6","Wawona","183aC2","Cool","Wet","LLL_0609",59.5,2014-06-09,28
"6356","749","MM7-8","G","6","West Fork Mojave River","WFM4","Cool","Wet","LLL_0609",22.3,2014-06-09,28
"6357","750","MM7-8","H","6","Whitewater Canyon","WWC8","Cool","Wet","LLL_0609",60.5,2014-06-09,28
"6358","751","MM7-8","I","6","Cottonwood Creek","364a","Cool","Wet","LLL_0609",75,2014-06-09,28
"6359","752","MM7-8","J","6","Cuyamaca Rancho","CUR4","Cool","Wet","LLL_0609",10.6,2014-06-09,28
"6360","753","MM7-8","L","6","Grade Road Palomar","GRP4","Cool","Wet","LLL_0609",76.3,2014-06-09,28
"6361","754","MM7-8","M","6","Hauser Creek","HAU12","Cool","Wet","LLL_0609",68.1,2014-06-09,28
"6362","755","MM7-8","A","7","Middle Yuba","MYU4","Cool","Wet","LLL_0609",52.6,2014-06-09,28
"6363","756","MM7-8","B","7","Mill Creek","MIL10","Cool","Wet","LLL_0609",39.9,2014-06-09,28
"6364","757","MM7-8","C","7","North Fork Middle Tule","NMT4","Cool","Wet","LLL_0609",79.9,2014-06-09,28
"6365","758","MM7-8","D","7","Paradise Creek","PRD4","Cool","Wet","LLL_0609",72.6,2014-06-09,28
"6366","759","MM7-8","E","7","Rainbow Pool","RBW4","Cool","Wet","LLL_0609",35.6,2014-06-09,28
"6367","760","MM7-8","F","7","Redwood Creek","RWD10","Cool","Wet","LLL_0609",75.8,2014-06-09,28
"6368","761","MM7-8","G","7","Rock Creek","005aN1","Cool","Wet","LLL_0609",68.8,2014-06-09,28
"6369","762","MM7-8","H","7","Wawona","189aC2","Cool","Wet","LLL_0609",86.7,2014-06-09,28
"6370","763","MM7-8","I","7","West Fork Mojave River","WFM10","Cool","Wet","LLL_0609",78.3,2014-06-09,28
"6371","765","MM7-8","K","7","Cottonwood Creek","371a","Cool","Wet","LLL_0609",40.8,2014-06-09,28
"6372","768","MM7-8","N","6","Little Jameson","LIJ2","Cool","Wet","LLL_0609",45,2014-06-09,28
"6734","385","MM7-5","A","1","Cottonwood Creek","347a","Cool","Dry","LLL_0612",38,2014-06-12,31
"6735","386","MM7-5","B","1","Cuyamaca Rancho","CUR11","Cool","Dry","LLL_0612",59.9,2014-06-12,31
"6736","387","MM7-5","C","1","Deep Creek","DPC5","Cool","Dry","LLL_0612",59.1,2014-06-12,31
"6737","388","MM7-5","D","1","Grade Road Palomar","GRP7","Cool","Dry","LLL_0612",61.8,2014-06-12,31
"6738","389","MM7-5","E","1","Hauser Creek","HAU3","Cool","Dry","LLL_0612",73.8,2014-06-12,31
"6739","390","MM7-5","F","1","Little Jameson","LIJ9","Cool","Dry","LLL_0612",62.2,2014-06-12,31
"6740","391","MM7-5","G","1","Middle Yuba","MYU5","Cool","Dry","LLL_0612",58.8,2014-06-12,31
"6741","392","MM7-5","H","1","Mill Creek","MIL11","Cool","Dry","LLL_0612",78.8,2014-06-12,31
"6742","393","MM7-5","I","1","North Fork Middle Tule","NMT6","Cool","Dry","LLL_0612",96.2,2014-06-12,31
"6743","394","MM7-5","J","1","Paradise Creek","PRD6","Cool","Dry","LLL_0612",91.3,2014-06-12,31
"6744","395","MM7-5","K","1","Rainbow Pool","RBW1","Cool","Dry","LLL_0612",97.6,2014-06-12,31
"6745","396","MM7-5","L","1","Redwood Creek","RWD9","Cool","Dry","LLL_0612",58.8,2014-06-12,31
"6746","397","MM7-5","M","1","Rock Creek","004aN1","Cool","Dry","LLL_0612",39,2014-06-12,31
"6747","398","MM7-5","N","1","Wawona","182aC2","Cool","Dry","LLL_0612",74.5,2014-06-12,31
"6748","399","MM7-5","A","2","West Fork Mojave River","WFM5","Cool","Dry","LLL_0612",79.6,2014-06-12,31
"6749","400","MM7-5","B","2","Whitewater Canyon","WWC11","Cool","Dry","LLL_0612",67.7,2014-06-12,31
"6750","401","MM7-5","C","2","Cottonwood Creek","356a","Cool","Dry","LLL_0612",20.4,2014-06-12,31
"6751","402","MM7-5","D","2","Cuyamaca Rancho","CUR9","Cool","Dry","LLL_0612",63.4,2014-06-12,31
"6752","403","MM7-5","E","2","Deep Creek","DPC3","Cool","Dry","LLL_0612",60.4,2014-06-12,31
